post_id,user_id,text,author_gender,author_partisanship,author_ideology,author_race,author_age,author_education,author_income,author_marital_status,author_religiosity,selected,prompt_style,trial_id,sentiment_polarity,sentiment_subjectivity,primary_topic,polarization_score,toxicity
post_00171,user_00086,Why does no one talk about climate policy enough? It really matters.,male,Independent,very liberal,Hispanic,55-64,high school,25k-50k,married,religious,0,informative,2,0.3238,0.5045,travel_&_adventure,0.5871,0.0488
post_00130,user_00065,"Reminder that housing affordability affects everyone, not just a few.",female,Republican,liberal,White,25-34,college,25k-50k,married,very religious,1,informative,2,-0.764,0.7795,arts_&_culture,0.9818,0.2176
post_00106,user_00053,The tax policy situation has been on my mind a lot lately.,male,Independent,moderate,White,45-54,high school,50k-75k,divorced,not religious,0,informative,2,-0.012,0.6526,other,0.4116,0.0054
post_00052,user_00026,Why does no one talk about media bias enough? It really matters.,female,Other,conservative,White,35-44,postgraduate,75k-100k,married,very religious,0,informative,2,-0.8199,0.4163,travel_&_adventure,0.6308,0.1085
post_00039,user_00020,Unpopular opinion: labor rights deserves way more attention.,male,Democrat,conservative,White,65+,high school,<25k,single,somewhat religious,1,informative,2,-0.0609,0.933,gaming,0.0107,0.0182
post_00182,user_00091,Why does no one talk about student debt enough? It really matters.,female,Republican,conservative,Other,55-64,college,50k-75k,married,somewhat religious,0,informative,2,0.4972,0.7297,family,0.3654,0.1743
post_00117,user_00059,Hot take: student debt is more complicated than people think.,male,Republican,liberal,White,65+,college,100k+,single,religious,0,informative,2,0.5738,0.4539,other,0.1809,0.0727
post_00066,user_00033,Reading about student debt this morning — highly recommend.,female,Republican,moderate,White,35-44,postgraduate,75k-100k,single,somewhat religious,0,informative,2,0.2997,0.4809,family,0.4897,0.1784
post_00109,user_00055,Excited to share my thoughts on infrastructure with everyone.,male,Democrat,very liberal,White,35-44,college,75k-100k,divorced,not religious,0,informative,2,-0.0666,0.0249,food_&_dining,0.9584,0.0738
post_00186,user_00093,Today I'm thinking about gun safety and what it means for all of us.,male,Republican,moderate,Black,18-24,postgraduate,50k-75k,married,not religious,0,informative,2,0.6622,0.6861,celebrity_&_pop_culture,0.3253,0.0297
post_00049,user_00025,Just saw the news about gun safety. Interesting times ahead.,female,Independent,conservative,White,25-34,high school,100k+,single,not religious,1,informative,2,-0.9546,0.5712,gaming,0.9173,0.2954
post_00161,user_00081,Reading about media bias this morning — highly recommend.,female,Other,very conservative,Hispanic,65+,college,75k-100k,married,not religious,1,informative,2,0.4447,0.0493,news_&_social_concern,0.1775,0.2439
post_00079,user_00040,The social media situation has been on my mind a lot lately.,male,Independent,conservative,Hispanic,35-44,high school,75k-100k,divorced,very religious,0,informative,2,0.4103,0.2367,business_&_entrepreneurs,0.0446,0.205
post_00150,user_00075,Today I'm thinking about mental health and what it means for all of us.,female,Independent,liberal,White,65+,postgraduate,25k-50k,divorced,somewhat religious,0,informative,2,-0.397,0.8436,travel_&_adventure,0.0073,0.009
post_00116,user_00058,"Reminder that tax policy affects everyone, not just a few.",female,Independent,conservative,White,35-44,high school,100k+,married,somewhat religious,0,informative,2,-0.8834,0.6807,food_&_dining,0.852,0.0014
post_00059,user_00030,Hot take: education funding is more complicated than people think.,male,Democrat,liberal,Black,65+,high school,<25k,married,not religious,0,informative,2,-0.8072,0.2665,politics,0.7324,0.1522
post_00195,user_00098,Can we talk about tech regulation? There's so much to unpack here.,male,Independent,moderate,White,45-54,college,100k+,married,not religious,0,informative,2,-0.7545,0.5883,sports,0.2351,0.0731
post_00196,user_00098,New report on election integrity just dropped. The findings are surprising.,male,Independent,moderate,White,45-54,college,100k+,married,not religious,0,informative,2,0.1092,0.1311,news_&_social_concern,0.3139,0.1687
post_00183,user_00092,Long thread incoming on mental health — stay tuned.,male,Independent,very liberal,White,18-24,high school,50k-75k,single,religious,0,informative,2,0.4895,0.1403,science_&_technology,0.6877,0.0938
post_00120,user_00060,New report on renewable energy just dropped. The findings are surprising.,female,Democrat,moderate,White,35-44,postgraduate,50k-75k,married,not religious,0,informative,2,-0.225,0.6031,sports,0.3926,0.0999
post_00040,user_00020,Reading about student debt this morning — highly recommend.,male,Democrat,conservative,White,65+,high school,<25k,single,somewhat religious,0,informative,2,-0.6211,0.8044,travel_&_adventure,0.2091,0.2095
post_00044,user_00022,New report on minimum wage just dropped. The findings are surprising.,male,Other,liberal,White,55-64,college,25k-50k,single,religious,1,informative,2,0.6165,0.6712,business_&_entrepreneurs,0.9987,0.2394
post_00014,user_00007,New report on immigration reform just dropped. The findings are surprising.,male,Democrat,conservative,Asian,35-44,postgraduate,75k-100k,widowed,somewhat religious,0,informative,2,-0.5321,0.5911,arts_&_culture,0.7686,0.2548
post_00162,user_00081,Had a great conversation today about renewable energy. So much nuance.,female,Other,very conservative,Hispanic,65+,college,75k-100k,married,not religious,0,informative,2,0.3947,0.1439,learning_&_educational,0.5036,0.2623
post_00191,user_00096,Hot take: foreign policy is more complicated than people think.,male,Other,liberal,Hispanic,65+,high school,50k-75k,divorced,not religious,1,informative,3,0.7923,0.1713,business_&_entrepreneurs,0.8956,0.0599
post_00037,user_00019,Unpopular opinion: gun safety deserves way more attention.,female,Democrat,conservative,White,25-34,college,25k-50k,married,religious,0,informative,3,-0.1077,0.9248,diaries_&_daily_life,0.3075,0.0953
post_00035,user_00018,Long thread incoming on media bias — stay tuned.,female,Independent,conservative,Hispanic,65+,postgraduate,75k-100k,divorced,somewhat religious,0,informative,3,-0.4375,0.7639,celebrity_&_pop_culture,0.8533,0.22
post_00073,user_00037,Just saw the news about immigration reform. Interesting times ahead.,non-binary,Republican,liberal,White,45-54,postgraduate,25k-50k,married,somewhat religious,0,informative,3,-0.711,0.5327,business_&_entrepreneurs,0.0848,0.0694
post_00089,user_00045,Just saw the news about renewable energy. Interesting times ahead.,male,Democrat,very conservative,Hispanic,65+,college,25k-50k,married,religious,0,informative,3,-0.0884,0.4779,travel_&_adventure,0.5531,0.0012
post_00087,user_00044,Can we talk about labor rights? There's so much to unpack here.,male,Republican,moderate,Asian,35-44,college,50k-75k,single,not religious,0,informative,3,-0.1266,0.0211,news_&_social_concern,0.5395,0.186
post_00117,user_00059,Hot take: student debt is more complicated than people think.,male,Republican,liberal,White,65+,college,100k+,single,religious,0,informative,3,0.5738,0.4539,other,0.1809,0.0727
post_00112,user_00056,New report on gun safety just dropped. The findings are surprising.,male,Independent,moderate,White,65+,high school,100k+,married,religious,1,informative,3,0.9238,0.6425,fitness_&_health,0.6204,0.2124
post_00171,user_00086,Why does no one talk about climate policy enough? It really matters.,male,Independent,very liberal,Hispanic,55-64,high school,25k-50k,married,religious,1,informative,3,0.3238,0.5045,travel_&_adventure,0.5871,0.0488
post_00067,user_00034,Long thread incoming on healthcare costs — stay tuned.,female,Democrat,conservative,Hispanic,18-24,college,50k-75k,divorced,religious,0,informative,3,0.5568,0.2864,fitness_&_health,0.1197,0.0309
post_00173,user_00087,Just saw the news about healthcare costs. Interesting times ahead.,female,Democrat,very conservative,White,35-44,postgraduate,25k-50k,married,not religious,0,informative,3,-0.9124,0.5552,learning_&_educational,0.9955,0.0197
post_00135,user_00068,Reading about foreign policy this morning — highly recommend.,male,Democrat,conservative,Hispanic,18-24,college,25k-50k,widowed,not religious,0,informative,3,0.517,0.3795,family,0.75,0.2641
post_00121,user_00061,Reading about social media this morning — highly recommend.,male,Republican,liberal,White,35-44,postgraduate,50k-75k,married,very religious,0,informative,3,0.5721,0.6777,arts_&_culture,0.8374,0.2351
post_00076,user_00038,Hot take: gun safety is more complicated than people think.,female,Independent,liberal,Hispanic,55-64,college,100k+,married,somewhat religious,0,informative,3,-0.9384,0.1155,celebrity_&_pop_culture,0.3666,0.0332
post_00002,user_00001,Reading about climate policy this morning — highly recommend.,male,Republican,moderate,White,55-64,postgraduate,50k-75k,married,somewhat religious,0,informative,3,0.2546,0.9489,fitness_&_health,0.0409,0.082
post_00124,user_00062,Excited to share my thoughts on gun safety with everyone.,male,Democrat,conservative,Asian,55-64,college,25k-50k,single,somewhat religious,0,informative,3,-0.8111,0.9512,business_&_entrepreneurs,0.9592,0.0393
post_00170,user_00085,Long thread incoming on media bias — stay tuned.,non-binary,Republican,very liberal,Asian,35-44,college,50k-75k,single,very religious,0,informative,3,0.53,0.1439,travel_&_adventure,0.6376,0.0415
post_00156,user_00078,Long thread incoming on election integrity — stay tuned.,female,Democrat,conservative,Hispanic,18-24,high school,100k+,single,religious,0,informative,3,-0.1872,0.1815,gaming,0.5314,0.2756
post_00016,user_00008,Why does no one talk about infrastructure enough? It really matters.,female,Republican,liberal,White,25-34,college,75k-100k,single,religious,0,informative,3,0.7862,0.9556,fitness_&_health,0.6008,0.2879
post_00125,user_00063,Today I'm thinking about tax policy and what it means for all of us.,male,Republican,conservative,White,18-24,college,25k-50k,married,very religious,1,informative,3,-0.4751,0.8505,travel_&_adventure,0.5409,0.2054
post_00063,user_00032,What's everyone's take on media bias? I'm genuinely curious.,male,Republican,moderate,Black,45-54,college,<25k,married,somewhat religious,0,informative,3,0.2877,0.1998,food_&_dining,0.0556,0.2444
post_00024,user_00012,Why does no one talk about tech regulation enough? It really matters.,male,Republican,liberal,White,18-24,college,<25k,married,very religious,0,informative,3,-0.3657,0.3336,learning_&_educational,0.2964,0.03
post_00027,user_00014,Why does no one talk about tax policy enough? It really matters.,female,Republican,moderate,Asian,45-54,postgraduate,25k-50k,married,not religious,0,informative,3,0.1621,0.6948,science_&_technology,0.037,0.1188
post_00150,user_00075,Today I'm thinking about mental health and what it means for all of us.,female,Independent,liberal,White,65+,postgraduate,25k-50k,divorced,somewhat religious,0,informative,3,-0.397,0.8436,travel_&_adventure,0.0073,0.009
post_00164,user_00082,Today I'm thinking about media bias and what it means for all of us.,male,Republican,conservative,White,25-34,college,75k-100k,single,somewhat religious,0,informative,3,0.7172,0.5007,diaries_&_daily_life,0.9211,0.0466
post_00143,user_00072,What's everyone's take on education funding? I'm genuinely curious.,female,Democrat,conservative,Other,25-34,postgraduate,100k+,married,somewhat religious,0,informative,3,0.5678,0.8511,fitness_&_health,0.3406,0.2566
post_00110,user_00055,What's everyone's take on tech regulation? I'm genuinely curious.,male,Democrat,very liberal,White,35-44,college,75k-100k,divorced,not religious,0,informative,3,-0.8311,0.3284,celebrity_&_pop_culture,0.9855,0.0884
post_00005,user_00003,Had a great conversation today about mental health. So much nuance.,female,Democrat,moderate,White,35-44,postgraduate,50k-75k,single,very religious,1,informative,3,-0.2527,0.7178,fitness_&_health,0.4204,0.1182
post_00104,user_00052,Reading about media bias this morning — highly recommend.,male,Republican,very conservative,White,55-64,high school,25k-50k,married,somewhat religious,0,informative,3,-0.3681,0.4794,fitness_&_health,0.4533,0.1403
post_00047,user_00024,Excited to share my thoughts on immigration reform with everyone.,non-binary,Republican,conservative,White,25-34,college,50k-75k,married,not religious,0,informative,3,-0.3921,0.1536,gaming,0.0581,0.0094
post_00151,user_00076,Hot take: election integrity is more complicated than people think.,female,Republican,liberal,Asian,45-54,high school,75k-100k,married,somewhat religious,0,informative,3,0.3297,0.2478,science_&_technology,0.9071,0.144
post_00049,user_00025,Just saw the news about gun safety. Interesting times ahead.,female,Independent,conservative,White,25-34,high school,100k+,single,not religious,1,informative,3,-0.9546,0.5712,gaming,0.9173,0.2954
post_00094,user_00047,Excited to share my thoughts on foreign policy with everyone.,female,Other,liberal,White,55-64,high school,<25k,divorced,not religious,1,informative,3,0.7816,0.553,family,0.0672,0.1227
post_00144,user_00072,The housing affordability situation has been on my mind a lot lately.,female,Democrat,conservative,Other,25-34,postgraduate,100k+,married,somewhat religious,0,informative,3,-0.0992,0.5063,other,0.1159,0.1429
post_00123,user_00062,Excited to share my thoughts on labor rights with everyone.,male,Democrat,conservative,Asian,55-64,college,25k-50k,single,somewhat religious,1,informative,3,0.6455,0.8041,business_&_entrepreneurs,0.2806,0.2708
